,NP_MAKESPAN,NP_C1,NP_C2,P_MAKESPAN,P_C1,P_C2,PT1_MAKESPAN,PT1_C1,PT1_C2,PT2_MAKESPAN,PT2_C1,PT2_C2,PT3_MAKESPAN,PT3_C1,PT3_C2,PT6_MAKESPAN,PT6_C1,PT6_C2
808,1330159.0,760587.0,1330159.0,1382098.0,703685.0,1382098.0,1305925.0,747773.0,1305925.0,1327214.0,765312.0,1327214.0,1323791.0,742979.0,1323791.0,1354845.0,782680.0,1354845.0
809,1270700.0,896273.0,1270700.0,1315272.0,720835.0,1315272.0,1266954.0,783722.0,1266954.0,1294388.0,796510.0,1294388.0,1383015.0,729859.0,1383015.0,1349182.0,813500.0,1349182.0
810,1309792.0,777092.0,1309792.0,1321980.0,778930.0,1321980.0,1299406.0,773529.0,1299406.0,1307482.0,775777.0,1307482.0,1277563.0,775339.0,1277563.0,1317025.0,785127.0,1317025.0
811,1284340.0,763595.0,1284340.0,1236541.0,760021.0,1236541.0,1266252.0,770955.0,1266252.0,1280739.0,764097.0,1280739.0,1260655.0,764593.0,1260655.0,1298176.0,777510.0,1298176.0
812,1290116.0,828558.0,1290116.0,1328658.0,766470.0,1328658.0,1246196.0,809312.0,1246196.0,1276032.0,822090.0,1276032.0,1344721.0,814560.0,1344721.0,1231841.0,871467.0,1231841.0
813,1258460.0,747829.0,1258460.0,1156808.0,710090.0,1156808.0,1190758.0,731510.0,1190758.0,1259124.0,739512.0,1259124.0,1163321.0,723159.0,1163321.0,1202544.0,793800.0,1202544.0
814,1355820.0,890585.0,1355820.0,1281919.0,777531.0,1281919.0,1298947.0,829877.0,1298947.0,1345319.0,832930.0,1345319.0,1292201.0,808516.0,1292201.0,1358150.0,891459.0,1358150.0
815,1314421.0,855330.0,1314421.0,1238776.0,747257.0,1238776.0,1302548.0,751554.0,1302548.0,1296449.0,808493.0,1296449.0,1275767.0,746152.0,1275767.0,1315097.0,819183.0,1315097.0
816,1313028.0,826117.0,1313028.0,1302932.0,786077.0,1302932.0,1301009.0,778764.0,1301009.0,1312871.0,780402.0,1312871.0,1271007.0,777266.0,1271007.0,1337189.0,822898.0,1337189.0
817,1276103.0,837730.0,1276103.0,1235954.0,693764.0,1235954.0,1317463.0,773009.0,1317463.0,1278163.0,799380.0,1278163.0,1275127.0,739372.0,1275127.0,1302668.0,812712.0,1302668.0
